Longitude,Latitude,Crime type,Date,Crime Description
-122.414107305,37.791416478,Recovered Vehicle,2021-04-04 0:00:00,"Vehicle, Recovered, Auto"
-122.419347799,37.709946902,Malicious Mischief,2021-04-05 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.458637162,37.767199999,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.411699931,37.781177218,Recovered Vehicle,2021-04-05 0:00:00,"Vehicle, Recovered, Auto"
-122.441317766,37.718634055,Malicious Mischief,2021-04-05 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.3891933,37.745298408,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen & Recovered"
-122.414387602,37.755699464,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen, Auto"
-122.416104163,37.773532375,Recovered Vehicle,2021-04-05 0:00:00,"Vehicle, Recovered, Motorcycle"
-122.410292028,37.782230574,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen, Auto"
-122.409156756,37.761817315,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.404605507,37.777699659,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen, Auto"
-122.395150933,37.789234698,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen, Truck"
-122.395150933,37.789234698,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen, Truck"
-122.390921944,37.755213902,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen, Auto"
-122.387143313,37.741297366,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen, Auto"
-122.434507989,37.800561987,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.420810459,37.782417054,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.391373533,37.772830994,Larceny Theft,2021-04-05 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.378951314,37.725304414,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen, Auto"
-122.430578487,37.731234943,Recovered Vehicle,2021-04-05 0:00:00,"Vehicle, Recovered, Truck"
-122.403327537,37.781928908,Recovered Vehicle,2021-04-05 0:00:00,"Vehicle, Recovered, Other Vehicle"
-122.429989278,37.794894936,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen & Recovered"
-122.423087806,37.802489735,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.395683799,37.757040848,Recovered Vehicle,2021-04-05 0:00:00,"Vehicle, Recovered, Truck"
-122.418771843,37.710731945,Weapons Carrying Etc,2021-04-05 0:00:00,"Firearm, Loaded, in Vehicle, Possession or Use"
-122.448279147,37.804724224,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.424918805,37.803205508,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.415616438,37.80727587,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.433231488,37.723932437,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen & Recovered"
-122.433231488,37.723932437,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen & Recovered"
-122.400604727,37.715114506,Recovered Vehicle,2021-04-05 0:00:00,"Vehicle, Recovered, Auto"
-122.404767292,37.790667081,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.447819574,37.801633207,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.40520904,37.710682826,Recovered Vehicle,2021-04-05 0:00:00,"Vehicle, Recovered, Auto"
-122.390183079,37.722224946,Recovered Vehicle,2021-04-05 0:00:00,"Vehicle, Recovered, Truck"
-122.406956633,37.805494468,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.434917665,37.785876208,Malicious Mischief,2021-04-05 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.434917665,37.785876208,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.387368262,37.725354104,Recovered Vehicle,2021-04-05 0:00:00,"Vehicle, Recovered, Other Vehicle"
-122.387368262,37.725354104,Recovered Vehicle,2021-04-05 0:00:00,"Vehicle, Recovered, Other Vehicle"
-122.446910119,37.803283996,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.406865033,37.788986292,Larceny Theft,2021-04-05 0:00:00,"Theft, From Unlocked Vehicle, $200-$950"
-122.473279834,37.767056845,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.409050497,37.808110753,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.473279834,37.767056845,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.437798748,37.774991947,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.437798748,37.774991947,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.423655076,37.805286984,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, $50-$200"
-122.406827679,37.796901905,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen, Auto"
-122.406667932,37.797864612,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.416077987,37.762034001,Malicious Mischief,2021-04-05 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.416077987,37.762034001,Larceny Theft,2021-04-05 0:00:00,"Theft, Vehicle Strip, >$950"
-122.419720091,37.739758965,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, Att."
-122.410191016,37.738922569,Malicious Mischief,2021-04-05 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.469781957,37.752674576,Larceny Theft,2021-04-05 0:00:00,"Theft, Vehicle Strip, >$950"
-122.39695784,37.796346859,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.509894751,37.771396031,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, Att."
-122.433769085,37.748096507,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen & Recovered"
-122.425109522,37.804145844,Larceny Theft,2021-04-05 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.49311487,37.786579654,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.4330285,37.776550122,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.499870572,37.781327195,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.494691149,37.753437445,Recovered Vehicle,2021-04-05 0:00:00,"Vehicle, Recovered, Auto"
-122.448279147,37.804724224,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.415802426,37.808214053,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.448279147,37.804724224,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.415005456,37.795877318,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, $50-$200"
-122.488909735,37.763042541,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen, Auto"
-122.402189647,37.790039096,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen, Auto"
-122.438362147,37.761703798,Larceny Theft,2021-04-05 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.410497554,37.80696291,Larceny Theft,2021-04-05 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.408897338,37.807163251,Larceny Theft,2021-04-05 0:00:00,"Theft, From Locked Vehicle, $50-$200"
-122.39695784,37.796346859,Larceny Theft,2021-04-05 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.4391911,37.714693813,Recovered Vehicle,2021-04-05 0:00:00,"Vehicle, Recovered, Auto"
-122.416291703,37.777493843,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen, Attempted"
-122.421257559,37.801758416,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen, Truck"
-122.435052315,37.769898393,Motor Vehicle Theft,2021-04-05 0:00:00,"Vehicle, Stolen, Truck"
-122.473279834,37.767056845,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.402108392,37.724035613,Recovered Vehicle,2021-04-06 0:00:00,"Vehicle, Recovered, Auto"
-122.408226727,37.787359261,Motor Vehicle Theft,2021-04-06 0:00:00,"Vehicle, Stolen, Truck"
-122.418352034,37.772222179,Arson,2021-04-06 0:00:00,Arson of Vehicle
-122.448578818,37.76979785,Motor Vehicle Theft,2021-04-06 0:00:00,"Vehicle, Stolen, Other Vehicle"
-122.445984426,37.752351715,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.41796623,37.802201308,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.432140391,37.78049626,Malicious Mischief,2021-04-06 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.414387602,37.755699464,Recovered Vehicle,2021-04-06 0:00:00,"Vehicle, Recovered, Auto"
-122.399958737,37.793209101,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.406129484,37.793379704,Malicious Mischief,2021-04-06 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.431827834,37.79564412,Malicious Mischief,2021-04-06 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.387909635,37.734170463,Malicious Mischief,2021-04-06 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.400073002,37.723446781,Recovered Vehicle,2021-04-06 0:00:00,"Vehicle, Recovered, Auto"
-122.400073002,37.723446781,Recovered Vehicle,2021-04-06 0:00:00,"Vehicle, Recovered, Auto"
-122.466442491,37.765924662,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.433218739,37.777490366,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.446933821,37.770007605,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.412141426,37.806758082,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.473279834,37.767056845,Malicious Mischief,2021-04-06 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.422312069,37.773619129,Recovered Vehicle,2021-04-06 0:00:00,"Vehicle, Recovered, Auto"
-122.448279147,37.804724224,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.419645459,37.771005771,Motor Vehicle Theft,2021-04-06 0:00:00,"Vehicle, Stolen & Recovered"
-122.419645459,37.771005771,Recovered Vehicle,2021-04-06 0:00:00,"Vehicle, Recovered, Auto"
-122.446609577,37.801787342,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.495590625,37.781527261,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.430573569,37.761155476,Motor Vehicle Theft,2021-04-06 0:00:00,"Vehicle, Stolen & Recovered"
-122.430573569,37.761155476,Motor Vehicle Theft,2021-04-06 0:00:00,"Vehicle, Stolen & Recovered"
-122.439096725,37.72840417,Recovered Vehicle,2021-04-06 0:00:00,"Vehicle, Recovered, Truck"
-122.413148051,37.780993781,Recovered Vehicle,2021-04-06 0:00:00,"Vehicle, Recovered, Auto"
-122.388333333,37.721175069,Recovered Vehicle,2021-04-06 0:00:00,"Vehicle, Recovered, Auto"
-122.472723262,37.758310061,Recovered Vehicle,2021-04-06 0:00:00,"Vehicle, Recovered, Truck"
-122.429470885,37.800678407,Motor Vehicle Theft,2021-04-06 0:00:00,"Vehicle, Recovered, Stolen outside SF"
-122.431204704,37.72085558,Malicious Mischief,2021-04-06 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.394532122,37.724693136,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.413599749,37.758961797,Recovered Vehicle,2021-04-06 0:00:00,"Vehicle, Recovered, Motorcycle"
-122.405207704,37.751786947,Motor Vehicle Theft,2021-04-06 0:00:00,"Vehicle, Stolen, Truck"
-122.419981513,37.768273653,Malicious Mischief,2021-04-06 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.454115754,37.723457006,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.403275194,37.743123762,Recovered Vehicle,2021-04-06 0:00:00,"Vehicle, Recovered, Auto"
-122.427166943,37.762972843,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.418781856,37.806241248,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.391645799,37.792005701,Malicious Mischief,2021-04-06 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.39695784,37.796346859,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, Att."
-122.39695784,37.796346859,Malicious Mischief,2021-04-06 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.422006823,37.805496648,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.39695784,37.796346859,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, Att."
-122.39695784,37.796346859,Malicious Mischief,2021-04-06 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.39695784,37.796346859,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.459005469,37.711387329,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, $50-$200"
-122.410123591,37.805098167,Larceny Theft,2021-04-06 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.433599841,37.710813786,Motor Vehicle Theft,2021-04-06 0:00:00,"Vehicle, Stolen, Auto"
-122.434294286,37.774475816,Motor Vehicle Theft,2021-04-06 0:00:00,"Vehicle, Stolen, Motorcycle"
-122.398695703,37.798880966,Larceny Theft,2021-04-06 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.430237502,37.783595357,Recovered Vehicle,2021-04-06 0:00:00,"Vehicle, Recovered, Truck"
-122.420901272,37.764976898,Motor Vehicle Theft,2021-04-06 0:00:00,"Vehicle, Stolen & Recovered"
-122.390454253,37.760424345,Motor Vehicle Theft,2021-04-06 0:00:00,"Vehicle, Stolen, Auto"
-122.430169701,37.726543777,Recovered Vehicle,2021-04-06 0:00:00,"Vehicle, Recovered, Auto"
-122.408226727,37.787359261,Motor Vehicle Theft,2021-04-07 0:00:00,"Vehicle, Stolen & Recovered"
-122.406358091,37.77300865,Malicious Mischief,2021-04-07 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.402824985,37.735891248,Recovered Vehicle,2021-04-07 0:00:00,"Vehicle, Recovered, Truck"
-122.417204801,37.79004514,Motor Vehicle Theft,2021-04-07 0:00:00,"Vehicle, Stolen, Truck"
-122.389760169,37.744672674,Recovered Vehicle,2021-04-07 0:00:00,"Vehicle, Recovered, Truck"
-122.411364044,37.794526652,Malicious Mischief,2021-04-07 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.412595278,37.783932576,Malicious Mischief,2021-04-07 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.414617209,37.785582474,Motor Vehicle Theft,2021-04-07 0:00:00,"Vehicle, Stolen, Auto"
-122.419705449,37.7537697,Malicious Mischief,2021-04-07 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.476039473,37.726949913,Larceny Theft,2021-04-07 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.415473275,37.755634107,Motor Vehicle Theft,2021-04-07 0:00:00,"Vehicle, Stolen, Truck"
-122.394589173,37.742651378,Malicious Mischief,2021-04-07 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.483423104,37.761417278,Motor Vehicle Theft,2021-04-07 0:00:00,"Vehicle, Stolen, Auto"
-122.448835782,37.788856511,Recovered Vehicle,2021-04-07 0:00:00,"Vehicle, Recovered, Auto"
-122.387143313,37.741297366,Motor Vehicle Theft,2021-04-07 0:00:00,"Vehicle, Stolen, Auto"
-122.404241794,37.751844929,Motor Vehicle Theft,2021-04-07 0:00:00,"Vehicle, Stolen, Auto"
-122.402403889,37.769865709,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.455781067,37.764070069,Motor Vehicle Theft,2021-04-07 0:00:00,"Vehicle, Stolen, Other Vehicle"
-122.426430128,37.785061737,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.412141426,37.806758082,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.433459917,37.787020666,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.418781856,37.806241248,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.406956633,37.805494468,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.39695784,37.796346859,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.415616438,37.80727587,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.418028921,37.770876469,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.411014547,37.729687721,Motor Vehicle Theft,2021-04-07 0:00:00,"Vehicle, Stolen, Truck"
-122.386265015,37.717178948,Recovered Vehicle,2021-04-07 0:00:00,"Vehicle, Recovered, Truck"
-122.405357242,37.805695943,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.414722617,37.737140626,Motor Vehicle Theft,2021-04-07 0:00:00,"Vehicle, Stolen, Motorcycle"
-122.422006823,37.805496648,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.408897338,37.807163251,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.406956633,37.805494468,Malicious Mischief,2021-04-07 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.405357242,37.805695943,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.414430199,37.78465714,Larceny Theft,2021-04-07 0:00:00,"Theft, From Unlocked Vehicle, $200-$950"
-122.40895216,37.783287852,Motor Vehicle Theft,2021-04-07 0:00:00,"Vehicle, Stolen, Truck"
-122.447286872,37.805160089,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.448279147,37.804724224,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.430833112,37.72278422,Recovered Vehicle,2021-04-07 0:00:00,"Vehicle, Recovered, Auto"
-122.45528075,37.78145866,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.446933821,37.770007605,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.393528889,37.727913312,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.404533416,37.717814386,Recovered Vehicle,2021-04-07 0:00:00,"Vehicle, Recovered, Auto"
-122.393355126,37.775787315,Recovered Vehicle,2021-04-07 0:00:00,"Vehicle, Recovered, Auto"
-122.418708905,37.780773161,Recovered Vehicle,2021-04-07 0:00:00,"Vehicle, Recovered, Auto"
-122.45335229,37.768246024,Recovered Vehicle,2021-04-07 0:00:00,"Vehicle, Recovered, Motorcycle"
-122.414741223,37.778719428,Larceny Theft,2021-04-07 0:00:00,"Theft, Vehicle Strip, <$50"
-122.396409309,37.729800861,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, $50-$200"
-122.40756377,37.795910291,Motor Vehicle Theft,2021-04-07 0:00:00,"Vehicle, Stolen, Auto"
-122.422407118,37.774084974,Motor Vehicle Theft,2021-04-07 0:00:00,"Vehicle, Stolen, Auto"
-122.375599579,37.829662296,Malicious Mischief,2021-04-07 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.401955145,37.727957455,Recovered Vehicle,2021-04-07 0:00:00,"Vehicle, Recovered, Auto"
-122.401955145,37.727957455,Recovered Vehicle,2021-04-07 0:00:00,"Vehicle, Recovered, Auto"
-122.391056797,37.746361779,Larceny Theft,2021-04-07 0:00:00,"Burglary, Vehicle (Arrest made)"
-122.506435608,37.737959852,Malicious Mischief,2021-04-07 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.418718267,37.805931519,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.398555903,37.736433076,Motor Vehicle Theft,2021-04-07 0:00:00,"Vehicle, Stolen, Truck"
-122.376847337,37.740191966,Motor Vehicle Theft,2021-04-07 0:00:00,"Vehicle, Stolen, Truck"
-122.415431571,37.806343429,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.415431571,37.806343429,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.422006823,37.805496648,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.390971019,37.790069799,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.412141426,37.806758082,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, $50-$200"
-122.415964,37.708995337,Recovered Vehicle,2021-04-07 0:00:00,"Vehicle, Recovered, Auto"
-122.406589885,37.787568024,Larceny Theft,2021-04-07 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.499393243,37.74387941,Motor Vehicle Theft,2021-04-07 0:00:00,"Vehicle, Stolen, Truck"
-122.400789195,37.712016313,Motor Vehicle Theft,2021-04-07 0:00:00,"Vehicle, Stolen, Auto"
-122.390019686,37.719298465,Recovered Vehicle,2021-04-07 0:00:00,"Vehicle, Recovered, Truck"
-122.430453102,37.724725122,Larceny Theft,2021-04-07 0:00:00,"Theft, From Unlocked Vehicle, $200-$950"
-122.390564155,37.718687632,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.422043814,37.766539575,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.435848961,37.790501798,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.433088418,37.793557553,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.41358757,37.763823206,Motor Vehicle Theft,2021-04-08 0:00:00,"Vehicle, Stolen, Auto"
-122.475475099,37.714156973,Larceny Theft,2021-04-08 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.40943307,37.755998441,Motor Vehicle Theft,2021-04-08 0:00:00,"Vehicle, Stolen, Auto"
-122.419385913,37.726168549,Arson,2021-04-08 0:00:00,Arson of Vehicle
-122.44008805,37.745296035,Motor Vehicle Theft,2021-04-08 0:00:00,"Vehicle, Stolen, Motorcycle"
-122.432092302,37.771897265,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.448279147,37.804724224,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.386265015,37.717178948,Recovered Vehicle,2021-04-08 0:00:00,"Vehicle, Recovered, Auto"
-122.458696225,37.746642594,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.427462059,37.768770498,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.428354066,37.761289572,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.391268425,37.739853199,Recovered Vehicle,2021-04-08 0:00:00,"Vehicle, Recovered, Truck"
-122.373890405,37.82755943,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.434109012,37.773549376,Recovered Vehicle,2021-04-08 0:00:00,"Vehicle, Recovered, Motorcycle"
-122.371428997,37.829548579,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.401324185,37.762289968,Motor Vehicle Theft,2021-04-08 0:00:00,"Vehicle, Stolen, Truck"
-122.390527235,37.780606756,Larceny Theft,2021-04-08 0:00:00,"Theft, Vehicle Strip, >$950"
-122.448279147,37.804724224,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.448578818,37.76979785,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.445984426,37.752351715,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.427253306,37.723199882,Motor Vehicle Theft,2021-04-08 0:00:00,"Vehicle, Stolen, Auto"
-122.410310843,37.806027717,Malicious Mischief,2021-04-08 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.413161446,37.786729744,Malicious Mischief,2021-04-08 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.391268425,37.739853199,Recovered Vehicle,2021-04-08 0:00:00,"Vehicle, Recovered, Truck"
-122.482352101,37.76146442,Vehicle Misplaced,2021-04-08 0:00:00,"Vehicle, Misplaced"
-122.406295966,37.775514153,Motor Vehicle Theft,2021-04-08 0:00:00,"Vehicle, Stolen, Auto"
-122.435187963,37.762670706,Motor Vehicle Theft,2021-04-08 0:00:00,"Vehicle, Stolen, Auto"
-122.499393243,37.74387941,Recovered Vehicle,2021-04-08 0:00:00,"Vehicle, Recovered, Truck"
-122.421390935,37.749962464,Motor Vehicle Theft,2021-04-08 0:00:00,"Vehicle, Stolen, Truck"
-122.415073914,37.741580266,Motor Vehicle Theft,2021-04-08 0:00:00,"Vehicle, Stolen, Motorcycle"
-122.403435727,37.805184901,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.427059673,37.788786894,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, >$950"
-122.40977511,37.786658873,Motor Vehicle Theft,2021-04-08 0:00:00,"Vehicle, Stolen, Auto"
-122.415431571,37.806343429,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, $200-$950"
-122.387756282,37.752835611,Motor Vehicle Theft,2021-04-08 0:00:00,"Vehicle, Stolen, Auto"
-122.427202757,37.781117126,Larceny Theft,2021-04-08 0:00:00,"Theft, Vehicle Strip, $200-$950"
-122.423580241,37.739883704,Weapons Carrying Etc,2021-04-08 0:00:00,"Firearm, Loaded, in Vehicle, Possession or Use"
-122.45123844,37.748833036,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, <$50"
-122.416259707,37.785375974,Motor Vehicle Theft,2021-04-08 0:00:00,"Vehicle, Stolen, Auto"
-122.412340304,37.786834511,Motor Vehicle Theft,2021-04-08 0:00:00,"Vehicle, Stolen, Auto"
-122.448279147,37.804724224,Larceny Theft,2021-04-08 0:00:00,"Theft, From Unlocked Vehicle, >$950"
-122.423655076,37.805286984,Larceny Theft,2021-04-08 0:00:00,"Theft, From Locked Vehicle, $50-$200"
-122.473427838,37.773062613,Motor Vehicle Theft,2021-04-08 0:00:00,"Vehicle, Stolen, Auto"
-122.49079441,37.759217525,Motor Vehicle Theft,2021-04-08 0:00:00,"Vehicle, Stolen, Truck"
-122.405357242,37.805695943,Malicious Mischief,2021-04-08 0:00:00,"Malicious Mischief, Vandalism to Vehicle"
-122.432949138,37.762618199,Vehicle Misplaced,2021-04-08 0:00:00,"Vehicle, Misplaced"
